name_guest,date_review,overview_rating,overview_text,comment
Sharon from Texas,"Reviewed in the United States on November 9, 2019",3.0 out of 5 stars,Too fragile,Too fragile and condensation on outside.
YB,"Reviewed in the United States on July 11, 2019",3.0 out of 5 stars,Glasses that arrived whole are great. (2 arrived broken),"No problems obtaining a refund on broken glasses. Of course, I'm short those glasses. But those that arrived whole are still in use a couple of years later -- and they don't sweat. If they improve their packaging so they all arrive whole, they'd be great.2023: 9 years later, another 2 glasses had to be thrown away (1 cracked at the top lip, a second came out of the top basket of the dishwasher with an inch of water in the vacuum compartment).I bought glass because it's kosher. But glass has become simply budget untenable. Also, these glasses are overly large, a cumbersome misfit in the hand, and glass is subject to cracking and breakage. While I need more thermal cold drink glasses, I'm no longer looking favoring this product. Now preferring, with free shipping deal to my area, 3 separate colors (e.g., blue, red & clear) of quality food grade, non-breaking plastic around 6-6.5"" tall (between 16 oz or so) stackable in the cupboard (and easily unstacked)."
thadrow,"Reviewed in the United States on February 13, 2019",3.0 out of 5 stars,"love the glass, very sensitve, breaks easily...pretty pricey","love the glass....very sensitve, breaks easily, pretty pricey...still love it"
Amazon Customer,"Reviewed in the United States on February 2, 2019",3.0 out of 5 stars,They are glass.,Returned- Did not read anywhere where they are glass.  They are to be used next to a pool and can't have glass.
Jan K,"Reviewed in the United States on September 9, 2018",3.0 out of 5 stars,Fragile!!,"Very very pretty, and easily broken."
V. Young,"Reviewed in the United States on May 20, 2018",3.0 out of 5 stars,I loved these glasses,"I loved these glasses, but they were incredibly fragile.  As a rule I don't break glassware, but both of these broke easily."
Llonie,"Reviewed in the United States on December 1, 2017",3.0 out of 5 stars,The glasses are to wide and not comfortable to drink from for me,The glasses are to wide and not comfortable to drink from for me. They are easy to hold and seem to be strong
Ashley Robbins,"Reviewed in the United States on November 1, 2017",3.0 out of 5 stars,If your careful it's the perfect cup!,"They work fantastic for what they are advertised for but as far as handling,  you have to be super careful before they break super easy and shatter into very many pieces.  Other than that,  I would recommend these for those that have social gatherings."
Z,"Reviewed in the United States on September 12, 2017",3.0 out of 5 stars,not sturdy,"nice design and pleasant to hold, but the glass starts leaking water into the inner section after being in the dishwasher."
aShLeY,"Reviewed in the United States on September 11, 2017",3.0 out of 5 stars,Three Stars,The glasses are very light weight which is amazing but they break very easily. :-(
THK,"Reviewed in the United States on August 26, 2017",3.0 out of 5 stars,Three Stars,Decent cups. Design less desirable than on the pictures.
Cherie,"Reviewed in the United States on August 15, 2017",3.0 out of 5 stars,Nice glasses for my adult beverages.,Please be careful as they are not shatterproof. One was accidentally knocked off of table and shattered. They do hold just the right amount and the ice does last substantially longer. I'm going to have to hide them from my kids and be used only for adults.
